product_id,supplier_id,product_code,priorityIndex,measure_id,qty_of_measure,abbreviation
1363b6ffef55eb6d11e3f3c1e55d11d6,6O1FtPg5V9woBCwOqtY2,41529,0.0,RtSe4oh5jnIeUSdNH74A,1.0,KG
139617b4c2a130ce44f4aff134766c76,UeRNZf0p9FHnx54VTu5j,700971,0.0,4mwgSAFKoNSRfDIZykoL,12.0,CS
13aAexaeHzTPmtfhAKD1,nl335PEacrsOYpqR8HRl,3790002,0.0,RtSe4oh5jnIeUSdNH74A,5.0,CD
13ff69bbe2c88cf8e3ee4986fbbeb4de,XzKzAD6uPnLz7JLKBFqn,4819338,,4mwgSAFKoNSRfDIZykoL,750.0,cs
14aae14e642314f3748846bf309bae3a,nl335PEacrsOYpqR8HRl,3500002,0.0,4mwgSAFKoNSRfDIZykoL,1.0,BT
14aae14e642314f3748846bf309bae3a,nl335PEacrsOYpqR8HRl,3500002,0.0,4mwgSAFKoNSRfDIZykoL,1.0,UN
14ac9965635211e53fb0e8992bd396b5,XzKzAD6uPnLz7JLKBFqn,1187044,0.0,4mwgSAFKoNSRfDIZykoL,4.0,CS
14ac9965635211e53fb0e8992bd396b5,XzKzAD6uPnLz7JLKBFqn,1187044,0.0,RtSe4oh5jnIeUSdNH74A,4.0,CA
1583GAvmCnSL4yAXN44y,rbpumDi0pAEEaKkJIaj0,B-Airelles/kg,0.0,RtSe4oh5jnIeUSdNH74A,1.0,SAC
15A6u3BXfwzHssuxiY7N,XzKzAD6uPnLz7JLKBFqn,1187956,1.0,,,CA
15p0vurJYBKyVx17sbwr,XzKzAD6uPnLz7JLKBFqn,1453521,0.0,3yEPH8i3xLX8vwwLjfkd,396.0,UN
15p0vurJYBKyVx17sbwr,XzKzAD6uPnLz7JLKBFqn,1453521,0.0,4mwgSAFKoNSRfDIZykoL,6.0,CS
15p0vurJYBKyVx17sbwr,XzKzAD6uPnLz7JLKBFqn,1453521,0.0,3yEPH8i3xLX8vwwLjfkd,2376.0,EA
15p0vurJYBKyVx17sbwr,nl335PEacrsOYpqR8HRl,1420001,2.0,,,
15p0vurJYBKyVx17sbwr,XzKzAD6uPnLz7JLKBFqn,1339840,1.0,3yEPH8i3xLX8vwwLjfkd,396.0,UN
15p0vurJYBKyVx17sbwr,XzKzAD6uPnLz7JLKBFqn,1339840,1.0,4mwgSAFKoNSRfDIZykoL,12.0,CS
1609347fd975aabce7159198752b07d0,nl335PEacrsOYpqR8HRl,2690001,1.0,RtSe4oh5jnIeUSdNH74A,1.0,KG
1609347fd975aabce7159198752b07d0,XzKzAD6uPnLz7JLKBFqn,9546805,0.0,4mwgSAFKoNSRfDIZykoL,2.4,CS
1609347fd975aabce7159198752b07d0,XzKzAD6uPnLz7JLKBFqn,9546805,0.0,RtSe4oh5jnIeUSdNH74A,2.4,CA
169aa6283b77568b7054ea7391011381,XzKzAD6uPnLz7JLKBFqn,1373102,0.0,4mwgSAFKoNSRfDIZykoL,6.0,CA
169aa6283b77568b7054ea7391011381,XzKzAD6uPnLz7JLKBFqn,1373102,0.0,4mwgSAFKoNSRfDIZykoL,1.0,EA
169aa6283b77568b7054ea7391011381,XzKzAD6uPnLz7JLKBFqn,1373102,0.0,4mwgSAFKoNSRfDIZykoL,1.0,UN
169aa6283b77568b7054ea7391011381,XzKzAD6uPnLz7JLKBFqn,1470879,1.0,lCDrg9U0L5F0q2tHZzYS,10.0,CA
16bfdb6dfa95db2fbc542d707554001b,XzKzAD6uPnLz7JLKBFqn,1331912,0.0,3yEPH8i3xLX8vwwLjfkd,600.0,UN
16bfdb6dfa95db2fbc542d707554001b,XzKzAD6uPnLz7JLKBFqn,1331912,0.0,3yEPH8i3xLX8vwwLjfkd,600.0,CA
16c87ba3156b2f07bafd1af084e17239,GZvMseCKmD9mD2oVlWi1,,,4mwgSAFKoNSRfDIZykoL,1.0,cs
16c87ba3156b2f07bafd1af084e17239,GZvMseCKmD9mD2oVlWi1,,,4mwgSAFKoNSRfDIZykoL,1.0,ca
16fc69306bba5c7d3455fe2abceffb43,XzKzAD6uPnLz7JLKBFqn,2763805,0.0,4mwgSAFKoNSRfDIZykoL,2.0,CA
171c5e31c194c78ea835273105c6b61c,nl335PEacrsOYpqR8HRl,1750017,0.0,RtSe4oh5jnIeUSdNH74A,1.0,KG
175d502c8e03cdcee58fc4732a3f0132,XzKzAD6uPnLz7JLKBFqn,1244051,0.0,RtSe4oh5jnIeUSdNH74A,13.0,CS
175d502c8e03cdcee58fc4732a3f0132,XzKzAD6uPnLz7JLKBFqn,1244051,0.0,RtSe4oh5jnIeUSdNH74A,13.0,CA
17ac6f154dd092fc86f8d8aff769a9fd,nl335PEacrsOYpqR8HRl,1920057,0.0,4mwgSAFKoNSRfDIZykoL,12.0,CS
187f847a88da5703a43a4aa0f73c2bf0,UeRNZf0p9FHnx54VTu5j,203139,0.0,4mwgSAFKoNSRfDIZykoL,100.0,CS
18832fd1469a1b77ae8f1c97207cfad8,XzKzAD6uPnLz7JLKBFqn,1198331,0.0,4mwgSAFKoNSRfDIZykoL,12.0,CS
18832fd1469a1b77ae8f1c97207cfad8,XzKzAD6uPnLz7JLKBFqn,1198331,0.0,4BPmmhD4kXeUO9VMR0d0,11520.0,CA
197880f4f5fabd49ea2882d0a4e347d1,nl335PEacrsOYpqR8HRl,1250004,0.0,4mwgSAFKoNSRfDIZykoL,12.0,CS
197f8efac2b6f27ac5be564ef58ae1af,XzKzAD6uPnLz7JLKBFqn,1281232,3.0,lCDrg9U0L5F0q2tHZzYS,6000.0,CA
197f8efac2b6f27ac5be564ef58ae1af,XzKzAD6uPnLz7JLKBFqn,9552005,1.0,4mwgSAFKoNSRfDIZykoL,6.0,CA
197f8efac2b6f27ac5be564ef58ae1af,XzKzAD6uPnLz7JLKBFqn,1392239,2.0,4mwgSAFKoNSRfDIZykoL,6.0,CA
197f8efac2b6f27ac5be564ef58ae1af,nl335PEacrsOYpqR8HRl,2030006,0.0,l2Ppj09lSEQ9Xho5zv8v,100.0,UN
197f8efac2b6f27ac5be564ef58ae1af,nl335PEacrsOYpqR8HRl,2030006,0.0,4mwgSAFKoNSRfDIZykoL,6.0,CS
19bcf801f5748b0b9c7d5102290cd039,XzKzAD6uPnLz7JLKBFqn,1322598,0.0,RtSe4oh5jnIeUSdNH74A,18.0,CA
19bcf801f5748b0b9c7d5102290cd039,XzKzAD6uPnLz7JLKBFqn,1322598,0.0,RtSe4oh5jnIeUSdNH74A,18.0,EA
19eef1d4a4678094005e40521b623c26,XzKzAD6uPnLz7JLKBFqn,1307550,0.0,3yEPH8i3xLX8vwwLjfkd,75.0,CS
