FamilyTitle,FamilyCode,ClassTitle,ClassCode,BrickTitle,BrickCode,AttributeTitle,AttributeCode,AttributeValueTitle,AttributeValueCode,AttributeValueDefinition,searchable_text,searchable_text_uncleaned,stl_embedding,uuid,ref_uuid
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Bananas - (Fresh Cut),10008191,,,,,,BANANAS FRESH CUT,BANANAS - (FRESH CUT) ,"[-0.040083106607198715,-0.038609921932220459,-0.044857770204544067,-0.038402236998081207,0.0087912417948246,0.039385739713907242,0.013989580795168877,0.023254783824086189,-0.019368311390280724,0.044098407030105591,-0.0066210976801812649,-0.029366603121161461,-0.00758699793368578,-0.032565943896770477,0.00650422740727663,-0.0018799003446474671,0.11044629663228989,-0.032314423471689224,-0.011824834160506725,-0.035909473896026611,0.040933139622211456,-0.03783823549747467,-0.0724518895149231,-0.009503556415438652,0.0364798828959465,-0.058005325496196747,0.0038952191825956106,0.048133954405784607,-0.014928271062672138,0.049118690192699432,0.058092240244150162,-0.0638405904173851,0.029231850057840347,0.018176494166254997,-0.012384304776787758,-0.0021509742364287376,0.030395634472370148,0.034070543944835663,-0.011903643608093262,0.032701682299375534,0.0090320007875561714,-0.032582078129053116,-0.011685146950185299,-0.068440929055213928,0.017177870497107506,-0.077810198068618774,-0.0447675883769989,0.064167127013206482,0.030888767912983894,-0.020790442824363708,-0.011563858017325401,-0.021356932818889618,-0.0046353340148925781,0.0081164911389350891,0.12323854863643646,0.043066192418336868,0.0036260359920561314,0.0087651163339614868,0.0084586162120103836,-0.030511185526847839,-0.015258519910275936,0.0078076142817735672,0.0024256494361907244,0.046488039195537567,-0.0349556989967823,0.013265854679048061,0.012699341401457787,0.017477210611104965,-0.026424696668982506,-0.035478986799716949,-0.0935385674238205,0.04791853204369545,-0.00919103529304266,0.012129677459597588,0.006120684091001749,-0.079745709896087646,-0.020314836874604225,0.080724641680717468,0.020437201485037804,0.02827492356300354,-0.055376596748828888,-0.0014704946661368012,-0.0043772673234343529,-0.0011726211523637176,0.06305057555437088,-0.055261895060539246,-0.011952359229326248,-0.0098075196146965027,0.023832948878407478,-0.016637733206152916,0.036118440330028534,-0.00095666467677801847,-0.028124837204813957,-0.00916222482919693,0.00429057702422142,-0.0048480941914021969,0.057544294744729996,-0.00038931611925363541,0.047439176589250565,0.00386164546944201,-0.029068516567349434,-0.0098653938621282578,0.0034454441629350185,0.036494243890047073,-0.017530087381601334,0.0024427797179669142,-0.080000802874565125,0.038665089756250381,0.0626598447561264,0.023921314626932144,-0.0087198978289961815,0.0055185798555612564,0.023910066112875938,0.04930553212761879,0.023336656391620636,-0.01762191578745842,-0.0014377150218933821,-0.015619908459484577,-0.064966723322868347,-0.077668696641922,-0.026492016389966011,0.030029211193323135,0.096075288951396942,0.027266824617981911,-0.0082401102408766747,0.0373583547770977,-0.026136688888072968,0.014017230831086636,0.0509653203189373,0.0430971123278141,-0.0086444001644849777,-0.080347806215286255,0.034878712147474289,-0.0070674302987754345,-0.031041920185089111,-0.029722528532147408,-0.056122180074453354,-0.037760514765977859,0.058940447866916656,0.018845170736312866,0.00038125264109112322,-0.021683989092707634,0.057462267577648163,-0.013946800492703915,-0.035906460136175156,-0.032648343592882156,0.047579128295183182,0.068875238299369812,0.0013233133358880877,0.014219152741134167,-0.074079148471355438,0.060606416314840317,-0.02267843671143055,0.0086873890832066536,-0.012019934132695198,0.019833767786622047,-0.042220339179039,0.047337941825389862,-0.035694237798452377,-0.028512060642242432,0.024008471518754959,0.010927728377282619,-0.038672607392072678,0.055544272065162659,-0.050891611725091934,-0.0247812420129776,0.054895810782909393,0.0699724406003952,0.037517853081226349,0.00707773445174098,0.019547270610928535,-0.0048218616284430027,-0.035728037357330322,0.03666793555021286,0.014360358007252216,-0.020818287506699562,-0.0089583871886134148,-0.018429417163133621,-0.022501936182379723,-0.014384487643837929,-0.0128475371748209,-0.015763049945235252,-0.02423335425555706,-0.0161578506231308,-0.07912241667509079,0.047980219125747681,0.0020367687102407217,0.014484894461929798,-0.018074136227369308,-0.041639141738414764,-0.060308773070573807,-0.025813179090619087,0.019325684756040573,-0.014379176311194897,0.053717877715826035,-0.048503328114748,-0.019432052969932556,-0.023005042225122452,-0.024953665211796761,0.010652530007064342,-0.066528655588626862,-0.01541456114500761,0.058609642088413239,-0.0915016308426857,-0.022350270301103592,-0.0045144632458686829,0.030044021084904671,-0.005796357523649931,0.0068993233144283295,-0.044771585613489151,-0.031873203814029694,-0.028627190738916397,-0.043517924845218658,0.031950429081916809,-0.036924265325069427,0.011116743087768555,-0.0081890439614653587,-0.01739310659468174,0.0625755563378334,-0.012702999636530876,0.05398743599653244,-0.018471682444214821,-0.094085507094860077,0.038847029209136963,-0.011532743461430073,0.0327773280441761,0.028964294120669365,0.020444735884666443,0.019772535189986229,0.0045786052942276,-0.044691018760204315,0.037538666278123856,0.0077518345788121223,-0.028654187917709351,-0.0014752846909686923,-0.042961835861206055,0.011863726191222668,0.020248008891940117,-0.061944160610437393,-0.049923289567232132,-0.015284374356269836,-0.0055063026957213879,-0.055544305592775345,0.046344202011823654,-0.022800054401159286,-0.012850407510995865,0.026290992274880409,0.0606306754052639,-0.034173429012298584,-0.044938798993825912,-0.037117946892976761,0.0036275526508688927,-0.016299566254019737,0.0060416306369006634,0.075302191078662872,0.014376360923051834,-0.026975322514772415,0.015162143856287003,0.031406071037054062,0.059423159807920456,0.042050350457429886,0.033978141844272614,-0.03841044008731842,-0.02686685137450695,0.031047504395246506,-0.040569610893726349,-0.027522699907422066,0.024995408952236176,0.00900717917829752,0.00999382697045803,-0.036692705005407333,-0.075928337872028351,-0.036653973162174225,0.027487713843584061,-0.031306393444538116,-0.017598232254385948,-0.047638755291700363,-0.049634039402008057,0.012268430553376675,0.041168071329593658,-0.028160616755485535,0.01431290153414011,-0.037551406770944595,0.047642495483160019,0.043859299272298813,-0.022083193063735962,-0.023623052984476089,0.012616348452866077,-0.056326713413000107,-0.043033584952354431,-0.035157002508640289,0.041351716965436935,0.00024692030274309218,-0.026936419308185577,0.012096375226974487,0.0013243019348010421,0.022009290754795074,-0.040715064853429794,0.019007213413715363,0.05530552938580513,-0.024418091401457787,-0.005161624401807785,-0.03917786106467247,-0.01437588594853878,-0.00839469488710165,-0.032912373542785645,0.030098749324679375,0.031106134876608849,-0.011483248323202133,0.036079991608858109,-0.012410516850650311,-0.0033347897697240114,0.04758327454328537,-0.00092624104581773281,-0.058123357594013214,-0.021295307204127312,-0.011108024977147579,0.00592174893245101,0.019913084805011749,-0.045251764357089996,-0.015967797487974167,-0.051606900990009308,0.02927013672888279,-0.046510539948940277,-0.0428386852145195,-0.069516599178314209,-0.024241350591182709,-0.027776505798101425,-0.020667210221290588,-0.025030935183167458,-0.0048716296441853046,0.0046102758496999741,0.076635494828224182,-0.020773595198988914,0.029353071004152298,-0.00983197707682848,-0.0061530182138085365,0.0061699072830379009,-0.0065622390247881413,-0.0030965947080403566,0.014078441075980663,0.039056885987520218,-0.021163724362850189,-0.0060667740181088448,-0.042103342711925507,-0.005435433704406023,-0.055170785635709763,0.015008904039859772,-0.056231353431940079,0.041497807949781418,0.0010796956485137343,0.036081530153751373,0.0085859494283795357,-0.011978675611317158,-0.007491373922675848,-0.05291319265961647,-0.0051107686012983322,0.00065329676726832986,0.022378399968147278,0.026117576286196709,0.063759289681911469,0.039641011506319046,0.010603294707834721,-0.050077531486749649,-0.035185370594263077,0.020358305424451828,-0.027658170089125633,-0.038268726319074631,-0.014559529721736908,-0.031411193311214447,-0.025954244658350945,0.031440623104572296,0.0032946483697742224,-0.021843807771801949,0.023581992834806442,0.038926009088754654,-0.060747638344764709,0.023690665140748024,0.017427582293748856,0.034524194896221161,0.00945234764367342,0.020135149359703064,0.0038122702389955521,0.014936939813196659,-0.047758277505636215,0.0065558925271034241,0.010536779649555683,0.019264820963144302,-0.020506676286458969,0.012891286984086037,-0.0191824808716774,0.077219665050506592,0.043818231672048569,-0.0050673163495957851,0.0015439991839230061,-0.0050184126012027264,0.027103811502456665,0.017434868961572647,0.011826999485492706,-0.043181587010622025,0.023331277072429657,0.021993361413478851,-0.005711378064006567,-0.064635887742042542,-0.037233907729387283,-0.026328366249799728,-0.054825827479362488,-0.0685034692287445,0.0046089747920632362,-0.060092378407716751,0.00065672182245180011,-0.029651014134287834,0.011194403283298016,-0.00681568868458271,0.022271007299423218,-0.057821031659841537,-0.026190942153334618,0.05175766721367836,0.017456380650401115,0.021797966212034225,-0.032067045569419861,0.049122225493192673,-0.017122479155659676,-0.0033208283130079508,-0.0018554865382611752,0.0032451990991830826,0.065553978085517883,0.041711378842592239,0.02788182720541954,0.043379891663789749,-0.041749410331249237,-0.010030442848801613,-0.0084541887044906616,0.019763119518756866,0.020378373563289642,-0.033571705222129822,-0.0026434962637722492,-0.021944234147667885,0.048069994896650314,-0.0041269552893936634,-0.018958045169711113,-0.00711360527202487,0.014596994034945965,0.022136522457003593,-0.035454075783491135,0.0058427713811397552,-0.018077660351991653,0.0087744491174817085,-0.045582301914691925,0.023601904511451721,-0.016381297260522842,0.01808265782892704,-0.0410386398434639,0.017702842131257057,0.058546200394630432,0.026416005566716194,0.037133216857910156,0.0097215203568339348,0.040785171091556549,-0.045578844845294952,0.058514893054962158,-0.03209434449672699,-0.051276527345180511,0.030548512935638428,0.061362143605947495,-0.010544304735958576,-0.070288494229316711,-0.051206436008214951,-0.032225962728261948,-0.050532635301351547,-0.050300594419240952,-0.046955008059740067,-0.013640066608786583,0.0089281918480992317,-0.029049508273601532,0.057900577783584595,0.003748235059902072,-0.029208831489086151,-0.015526904724538326,-0.011368383653461933,-0.023587502539157867,0.053095903247594833,0.051933366805315018,0.00922071747481823,-0.033397085964679718,0.07435029000043869,-0.053693555295467377,-0.012731566093862057,0.029068931937217712,0.016454210504889488,0.013629020191729069,-0.036663349717855453,-0.019494889304041862,-0.010994912125170231,-0.050948791205883026,0.02344089187681675,-0.014743272215127945,0.017035234719514847,-0.039995353668928146,-0.074046097695827484,-0.034879505634307861,0.0469612218439579,-0.11833066493272781,-0.011110574007034302,-0.073943756520748138,-0.040366578847169876,-0.0038272780366241932,0.037665504962205887,0.024969780817627907,-0.039184253662824631,0.010808080434799194,0.022438006475567818,0.0032189518678933382,-0.037699572741985321,-0.012168694287538528,0.036962289363145828,0.055438235402107239,-0.024735046550631523,0.050132490694522858,0.080856837332248688,-0.033593688160181046,-0.031798746436834335,-0.016043614596128464,-0.032879579812288284,-0.021415131166577339,-0.013161104172468185,0.03285791352391243,0.065157786011695862,-0.00074066885281354189,0.10445450246334076,0.014453685842454433,0.00032230102806352079,-0.023808468133211136,-0.060766085982322693,0.0055558085441589355,0.010847941972315311,-0.052176017314195633,-0.032348752021789551,0.035499583929777145,0.017646463587880135,-0.027689037844538689,0.0036700558848679066,-0.0032492375466972589,-0.043256711214780807,0.049816574901342392,-0.026144996285438538,-0.016073677688837051,-0.023751450702548027,0.00093686743639409542,0.017456235364079475,-0.00054856290807947516,-0.039911862462759018,0.02582792192697525,-0.00058254832401871681,-0.030565500259399414,0.063384726643562317,-0.038300808519124985,-0.065226376056671143,0.053319122642278671,-0.018697191029787064,-0.056948378682136536,-0.041752483695745468,0.002769105602055788,-0.00840291753411293,-0.006834179162979126,-0.014595439657568932,-0.01815500296652317,0.057172715663909912,0.00066749373218044639,0.044652167707681656,0.025844849646091461,0.023488529026508331,0.0055614849552512169,0.052075158804655075,0.039785128086805344,-0.041147291660308838,0.010478513315320015,0.014047172851860523,-0.015233413316309452,0.036096435040235519,-0.038821384310722351,0.033532626926898956,0.0581747367978096,-0.047176048159599304,0.0091756023466587067,0.00841535534709692,-0.021389441564679146,-0.10379557311534882,0.00028622258105315268,0.013688183389604092,-0.026046346873044968,0.0068969456478953362,-0.036195904016494751,0.040538467466831207,-0.036741919815540314,0.0077505698427557945,-0.01121116429567337,-0.00672515295445919,0.085387282073497772,-0.064112544059753418,-0.01169288344681263,-0.016023624688386917,-0.02418973296880722,0.037542726844549179,-0.02175620011985302,0.04722527414560318,-0.05106663703918457,-0.033746670931577682,0.018196705728769302,-0.06527198851108551,0.060732275247573853,-0.018254714086651802,-0.043533790856599808,0.019992832094430923,-0.060340169817209244,0.077118590474128723,0.036807607859373093,-0.055044002830982208,-0.019870927557349205,-0.015357008203864098,-0.02160172164440155,0.014471442438662052,0.00024907776969484985,-0.016907887533307076,0.019272463396191597,0.0022596381604671478,-0.015985956415534019,-0.038098644465208054,-0.034290563315153122,0.038954909890890121,0.051723290234804153,0.0462777279317379,-0.007608476560562849,-0.007077331654727459,0.027086792513728142,0.040051277726888657,-0.0200235303491354,0.019470579922199249,0.0034356038086116314,0.010445707477629185,-0.008242310956120491,-0.00792054645717144,0.0037244465202093124,0.017637798562645912,0.02687126025557518,-0.0086474968120455742,0.019172921776771545,-0.005356508307158947,0.0526847206056118,-0.052142146974802017,-0.021263128146529198,-0.029476547613739967,-0.050608772784471512,0.053343866020441055,0.01725536584854126,-0.028879765421152115,0.05432187020778656,0.071144923567771912,-0.0010307767661288381,0.00794943142682314,-0.008852001279592514,-0.015264878049492836,-0.017862537875771523,0.038612354546785355,-0.023381130769848824,0.0018189592519775033,0.033959586173295975,0.049543630331754684,-0.0464782752096653,-0.017069481313228607,-0.030370710417628288,0.0010096579790115356,-0.055155754089355469,-0.011350168846547604,-0.0088494271039962769,0.0016801974270492792,0.025512490421533585,-0.033264324069023132,-0.0093327565118670464,0.057018905878067017,0.065321221947669983,0.0082862311974167824,0.05137145146727562,0.0061033349484205246,2.4021619537961669e-05,0.02218485064804554,0.021202791482210159,0.028923599049448967,-0.025750033557415009,0.062510371208190918,-0.01941915787756443,0.028593255206942558,0.0013843275373801589,-0.035370521247386932,0.038065038621425629,0.011539721861481667,0.011896379292011261,0.0016569184372201562,0.005905891302973032,0.04320903867483139,-0.03209349513053894,0.055843733251094818,-0.0025550015270709991,0.035195209085941315,-0.005874845664948225,-0.034827727824449539,0.010231003165245056,-0.016076266765594482,-0.0060193603858351707,0.041747264564037323,0.049873985350131989,0.020950743928551674,-0.0048159747384488583,-0.059354268014431,0.0023000675719231367,-0.010134327225387096,-0.0061239511705935,-0.048233438283205032,-0.012987736612558365,-0.056589122861623764,0.082051225006580353,-0.021975008770823479,0.047878984361886978,0.027758294716477394,0.058439191430807114,-0.0062005752697587013,0.00013864018546883017,-0.037995092570781708,-0.070332497358322144,0.018813351169228554,-0.03873085230588913,-0.054941218346357346,0.0029737555887550116,0.0039046141318976879,-0.0301137063652277,0.0067172390408813953,-0.05886145681142807,-0.017716860398650169,0.014959521591663361,0.015026120468974113,0.022362923249602318,-0.031348634511232376,-0.017082471400499344,-0.021677587181329727,-0.074289284646511078,-0.017610851675271988,0.000538135296665132,-0.005310161504894495,-0.04223296046257019,0.053804878145456314,-0.079246386885643,-0.011969086714088917,-0.014497973956167698,-0.0088142184540629387,-0.0084381131455302238,0.057848021388053894,0.0033859526738524437,-0.0068447152152657509,-0.00638796528801322,0.054245650768280029,-0.030139084905385971,0.0072613074444234371,0.067968972027301788,-0.0092452075332403183,-0.01377024594694376,-0.058030955493450165,0.045894678682088852,0.019427569583058357]",c793bfe6-c421-422c-8934-493e096a7897,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Pome Fruits - (Fresh Cut),10008192,,,,,,POME FRUITS FRESH CUT,POME FRUITS - (FRESH CUT) ,[],688cd2cc-0904-447b-8c10-aecbb13f6de5,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Stone Fruit - (Fresh Cut),10008193,,,,,,STONE FRUIT FRESH CUT,STONE FRUIT - (FRESH CUT) ,[],15b30510-4812-4261-ac2a-4a0ceffef710,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Berries/Small Fruit - (Fresh Cut),10008194,,,,,,BERRIES SMALL FRUIT FRESH CUT,BERRIES/SMALL FRUIT - (FRESH CUT) ,[],a1dca3cd-8b41-4611-b76c-f5d50b9648d6,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Pineapples - (Fresh Cut),10008195,,,,,,PINEAPPLES FRESH CUT,PINEAPPLES - (FRESH CUT) ,[],e144b30f-0883-4433-94e7-d140d2fa05e6,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Kiwifruits - (Fresh Cut),10008196,,,,,,KIWIFRUITS FRESH CUT,KIWIFRUITS - (FRESH CUT) ,[],1833668b-e9eb-4de7-9a27-5c1255e1adb7,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Annona - (Fresh Cut),10008197,,,,,,ANNONA FRESH CUT,ANNONA - (FRESH CUT) ,[],2ff59edd-a31f-4d0d-8340-b44e1a42ba4c,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Avocados - (Fresh Cut),10008198,,,,,,AVOCADOS FRESH CUT,AVOCADOS - (FRESH CUT) ,[],e563c45a-50cf-432f-a88d-b24bef931742,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Persimmon - (Fresh Cut),10008199,,,,,,PERSIMMON FRESH CUT,PERSIMMON - (FRESH CUT) ,[],6058da58-c473-4437-80ea-0e10c67d23cf,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Passionfruits - (Fresh Cut),10008200,,,,,,PASSIONFRUITS FRESH CUT,PASSIONFRUITS - (FRESH CUT) ,[],6b8953df-e6c6-4962-a4bc-ee7a57df4e8a,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Papayas - (Fresh Cut),10008201,,,,,,PAPAYAS FRESH CUT,PAPAYAS - (FRESH CUT) ,[],9d1e4962-388e-483a-a7e4-007dbb8c69c3,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Pitayas - (Fresh Cut),10008202,,,,,,PITAYAS FRESH CUT,PITAYAS - (FRESH CUT) ,[],1cfc04c0-5304-465c-bcfa-9d0b1d5a7f73,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Fruit - (Fresh Cut) - Other,10008203,,,,,,FRUIT FRESH CUT OTHER,FRUIT - (FRESH CUT) - OTHER ,[],7eafd19b-e395-4f0c-a412-ed6379bfcbfb,
Fruits/Vegetables Fresh Cut,50380000,Fruits - Fresh Cut,50380100,Fruits - (Fresh Cut) Variety Packs (Mixed),10008204,,,,,,FRUITS FRESH CUT VARIETY PACKS MIXED,FRUITS - (FRESH CUT) VARIETY PACKS (MIXED) ,[],36e0416c-1aa0-4970-a7cf-b8863ac1bcb8,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Beans (With Pods) - (Fresh Cut),10008205,,,,,,BEANS WITH PODS FRESH CUT,BEANS (WITH PODS) - (FRESH CUT) ,[],7d48f34a-4f37-40a7-9096-f35e5098130b,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Brassica Vegetables - (Fresh Cut),10008206,,,,,,BRASSICA VEGETABLES FRESH CUT,BRASSICA VEGETABLES - (FRESH CUT) ,[],6d49a926-cc26-45e2-9822-942e2020ea12,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Bulb Vegetables - (Fresh Cut),10008207,,,,,,BULB VEGETABLES FRESH CUT,BULB VEGETABLES - (FRESH CUT) ,[],7e8ce2cc-f75b-42dd-953c-575334ba52d3,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Chickpeas - (Fresh Cut),10008208,,,,,,CHICKPEAS FRESH CUT,CHICKPEAS - (FRESH CUT) ,[],b14909ce-9576-48d4-b780-f63ab4c5dd85,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Chicory Leaves - (Fresh Cut),10008209,,,,,,CHICORY LEAVES FRESH CUT,CHICORY LEAVES - (FRESH CUT) ,[],ceef401c-73ea-4ebf-bd2d-6e36349b574a,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Cucumbers - (Fresh Cut),10008210,,,,,,CUCUMBERS FRESH CUT,CUCUMBERS - (FRESH CUT) ,[],cd7316da-55c6-495d-baba-dd3dcb906e7d,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Cucurbits - Edible Peel - (Fresh Cut),10008211,,,,,,CUCURBITS EDIBLE PEEL FRESH CUT,CUCURBITS - EDIBLE PEEL - (FRESH CUT) ,[],e2fd16f0-566e-4c12-90ed-722b32514024,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Cucurbits - Inedible Peel - (Fresh Cut),10008212,,,,,,CUCURBITS INEDIBLE PEEL FRESH CUT,CUCURBITS - INEDIBLE PEEL - (FRESH CUT) ,[],8e3bfde2-ff0b-4348-87a9-11ae38f851c0,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Edible Flowers - (Fresh Cut),10008213,,,,,,EDIBLE FLOWERS FRESH CUT,EDIBLE FLOWERS - (FRESH CUT) ,[],62f13f46-d84f-4689-918d-5d52dad9709e,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Ferns - (Fresh Cut),10008214,,,,,,FERNS FRESH CUT,FERNS - (FRESH CUT) ,[],7f4a6c2b-1b52-426f-8967-2f87d9bed966,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Fungi - (Fresh Cut),10008215,,,,,,FUNGI FRESH CUT,FUNGI - (FRESH CUT) ,[],ab50f822-619d-46b3-9c9a-1b55d07e9882,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Head Lettuce - (Fresh Cut),10008216,,,,,,HEAD LETTUCE FRESH CUT,HEAD LETTUCE - (FRESH CUT) ,[],3c2b2e36-ed3e-43b0-9a20-a276d17e1d11,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Herbs - (Fresh Cut),10008217,,,,,,HERBS FRESH CUT,HERBS - (FRESH CUT) ,[],3d9dff82-dc4d-4b58-8124-08a4a95f576c,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Leaf Vegetables - (Fresh Cut) Variety Packs (Mixed),10008218,,,,,,LEAF VEGETABLES FRESH CUT VARIETY PACKS MIXED,LEAF VEGETABLES - (FRESH CUT) VARIETY PACKS (MIXED) ,[],3308bdb5-340c-428f-aeb8-6e029878fd77,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Loose Leaf/Multileaf Salad Greens - (Fresh Cut),10008219,,,,,,LOOSE LEAF MULTILEAF SALAD GREENS FRESH CUT,LOOSE LEAF/MULTILEAF SALAD GREENS - (FRESH CUT) ,[],b81f11da-769d-40d6-b1e8-ca192a7aaf02,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Melons - (Fresh Cut),10008220,,,,,,MELONS FRESH CUT,MELONS - (FRESH CUT) ,[],885067c6-a75e-4667-959c-7e3f74b984bb,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Micro Vegetables - (Fresh Cut),10008221,,,,,,MICRO VEGETABLES FRESH CUT,MICRO VEGETABLES - (FRESH CUT) ,[],2a51ef3c-5837-4d2f-bd45-10c3cdfed5f6,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Peas (With Pods) - (Fresh Cut),10008222,,,,,,PEAS WITH PODS FRESH CUT,PEAS (WITH PODS) - (FRESH CUT) ,[],fea18b76-cb95-4e72-b72e-4c763c3a0bbc,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Peppers - (Fresh Cut),10008223,,,,,,PEPPERS FRESH CUT,PEPPERS - (FRESH CUT) ,[],deffe325-7455-479f-bcd5-710225261fd5,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Root/Tuber Vegetables - (Fresh Cut),10008224,,,,,,ROOT TUBER VEGETABLES FRESH CUT,ROOT/TUBER VEGETABLES - (FRESH CUT) ,[],df07c8f4-7586-4ac1-9a17-5ca1587e2aaa,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Sapote - (Fresh Cut),10008225,,,,,,SAPOTE FRESH CUT,SAPOTE - (FRESH CUT) ,[],de60b387-322d-4ee6-985a-032cfe492520,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Sedges - (Fresh Cut),10008226,,,,,,SEDGES FRESH CUT,SEDGES - (FRESH CUT) ,[],f6c5abf5-cd10-4b6b-ba11-3a1f52cd6a88,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Single Leaf Salad Greens - (Fresh Cut),10008227,,,,,,SINGLE LEAF SALAD GREENS FRESH CUT,SINGLE LEAF SALAD GREENS - (FRESH CUT) ,[],f6233d9c-97de-4ac3-bfa7-01dad1dcf09e,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Solanacea/Others - (Fresh Cut),10008228,,,,,,SOLANACEA OTHERS FRESH CUT,SOLANACEA/OTHERS - (FRESH CUT) ,[],a18712df-faf1-446c-87ab-23df7dcf90e6,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Spinach - (Fresh Cut),10008229,,,,,,SPINACH FRESH CUT,SPINACH - (FRESH CUT) ,[],ae6eddb0-d671-4b11-9748-2f6bb0f8c452,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Stem Lettuce - (Fresh Cut),10008230,,,,,,STEM LETTUCE FRESH CUT,STEM LETTUCE - (FRESH CUT) ,[],f73ac7b6-80f4-467b-b7a0-f9cd14fec079,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Stem Vegetables - (Fresh Cut),10008231,,,,,,STEM VEGETABLES FRESH CUT,STEM VEGETABLES - (FRESH CUT) ,[],050b4d2f-c171-4130-b9e1-d037ae14d272,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Succulent - (Fresh Cut),10008232,,,,,,SUCCULENT FRESH CUT,SUCCULENT - (FRESH CUT) ,[],5756bf70-c5c7-4119-b9d0-e56acd142146,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Sugar Canes - (Fresh Cut),10008233,,,,,,SUGAR CANES FRESH CUT,SUGAR CANES - (FRESH CUT) ,[],d47d1ee9-c998-4e86-bf2d-7d18001ed2c3,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Tidal Sea Vegetables - (Fresh Cut),10008234,,,,,,TIDAL SEA VEGETABLES FRESH CUT,TIDAL SEA VEGETABLES - (FRESH CUT) ,[],b549f2e5-7922-479a-9438-7bfd3c16e6aa,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Tomatoes - (Fresh Cut),10008235,,,,,,TOMATOES FRESH CUT,TOMATOES - (FRESH CUT) ,[],59311a8a-ecfb-48de-bc73-e8925ff84430,
Fruits/Vegetables Fresh Cut,50380000,Vegetables - Fresh Cut,50380200,Vegetables - (Fresh Cut) Variety Packs (Mixed),10008236,,,,,,VEGETABLES FRESH CUT VARIETY PACKS MIXED,VEGETABLES - (FRESH CUT) VARIETY PACKS (MIXED) ,[],569dbb87-857a-4484-94e3-55b37c7472cf,
